property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,facing_direction,balcony_direction,front_width,front_road_width,title,latitude,longitude,verified,location,location_details,date_of_posting,url
Căn hộ chung cư,"8,3 tỷ",90 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,,"Độc quyền quỹ căn hộ 2-3PN An Bình City cần bán gấp, cắt lỗ sâu, cập nhật hàng ngày, LH: 0399 028 ***",21.049566,105.778595,0,"Bắc Từ Liêm, Hà Nội","An Bình City, 132, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-1-prj-an-binh-city/-tin-moi-nhat-cap-nhat-quy-3-2-ngu-b-gap-trong-thg-12-lien-he-ngay-pr38770890
Căn hộ chung cư,"5,9 tỷ",70 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,,"Cập nhật hàng ngày quỹ căn hộ 2 - 3PN tại Nhà ở cho CBCS Bộ Công an cần bán gấp, LH: Mai 0399 028 ***",21.0560731548194,105.776942178089,0,"Bắc Từ Liêm, Hà Nội","Nhà ở cho CBCS Bộ Công an, 43, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-2-prj-nha-o-cho-can-bo-chien-sy-bo-cong-an/cap-t-hg-ngay-quy-2-3pn-tai-c-cbcs-b-cng-b-gap-lh-mai-pr42827891
Căn hộ chung cư,"5,6 tỷ",66 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,,"Cập nhật hàng ngày quỹ căn hộ 2 - 3PN tại Green Stars cần bán gấp cắt lỗ, liên hệ: Mai 0399 028 ***",21.0523004290378,105.781038334496,0,"Bắc Từ Liêm, Hà Nội","Green Stars, 234, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-1-prj-green-stars/cap-nhat-hang-ngay-quy-2-3pn-tai-star-ban-gap-lien-he-mai-pr39896407
Căn hộ chung cư,"7,8 tỷ",94 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,"Độc quyền quỹ căn 2-3-4PN cần bán gấp, ân hạn gốc 5 năm, lãi suất 4,5% tại Goldmark. LH: 0399 028 ***",21.0442333221436,105.767318725586,0,"Bắc Từ Liêm, Hà Nội","Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/doc-quyen-quy-2-3-4pn-ban-gap-cat-lo-tai-cap-nhat-hang-ngay-lh-pr40076519
Nhà riêng,"6,85 tỷ",39 m²,3 phòng,3 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,"3,6 m",3 m,Mê mẩn-xây mới 4 tầng - giáp Bình Thạnh - Phú Nhuận - Đ. Lê Hoàng Phái - ngay Cityland - Lotte Mart,10.8408873264078,106.675460881134,1,"Gò Vấp, Hồ Chí Minh","Đường Lê Hoàng Phái, Phường 17, Gò Vấp, Hồ Chí Minh",07/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-le-hoang-phai-phuong-17-2/me-man-xay-moi-4-tang-giap-binh-thanh-phu-nhuan-dg-ngay-cityland-lotte-mart-pr44484057
Nhà riêng,"6,95 tỷ",60 m²,5 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Tây - Bắc,,5 m,CHDV 4 tầng - 60m2 (4.6x13) - Hẻm oto đỗ cửa - Lê Quang Định - 6.95 tỷ TL,10.8145637719252,106.689166487756,1,"Gò Vấp, Hồ Chí Minh","Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",13/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-1-21/chdv-4-tang-60m2-4-6x13-hem-oto-do-cua-6-95-ty-tl-pr44578209
Nhà riêng,"18,6 tỷ","75,5 m²",6 phòng,7 phòng,4 tầng,Sổ đỏ/ Sổ hồng.,,,,"4,8 m",8 m,"Bán nhà HXH 8m Sư Vạn Hạnh 4.8x17m, nhà trệt 3 lầu giá 18.6 tỷ TL vị trí đẹp",10.7722233361155,106.66938075836,1,"Quận 10, Hồ Chí Minh","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",11/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-hxh-8m-4-8x17m-tret-3-lau-gia-18-6-ty-tl-vi-tri-dep-pr44646251
Nhà riêng,"24,8 tỷ","93,8 m²",5 phòng,6 phòng,4 tầng,Có sổ.,,,,"4,7 m",12 m,"Nhà hẻm xe hơi 12m Nguyễn Cảnh Chân 4.7x20m trệt, 3 lầu mới đẹp giá 24.8 tỷ TL",10.759847083929,106.686705878038,1,"Quận 1, Hồ Chí Minh","Đường Nguyễn Cảnh Chân, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",10/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-canh-chan-phuong-nguyen-cu-trinh/-hem-xe-hoi-12m-4-7x20m-tret-3-lau-moi-dep-gia-24-8-ty-tl-pr44760660
Nhà riêng,"4,65 tỷ","30,8 m²",3 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,,Tây,Đông,"4,71 m",2 m,"Chính chủ bán nhà riêng 30.8m2, 4,65 tỷ tại Ngãi Cầu, Hoài Đức, Hà Nội",20.9895112673036,105.719114475336,1,"Hoài Đức, Hà Nội","Đường Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",13/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-ngai-cau-xa-an-khanh-4/chinh-chu-ban-52-3m2-86-trieu-m2-tai-hoai-duc-ha-noi-pr44254259
Nhà riêng,"6,45 tỷ",90 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,5 m,9 m,"Bán nhà đẹp 4 tầng 5*18m, 6,45 tỷ, đường nội bộ 9m, Lê Văn Lương Nhà Bè, sổ hồng, hoàn công",10.6755678112414,106.698447730654,1,"Nhà Bè, Hồ Chí Minh","Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",04/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-luong-xa-nhon-duc/ban-dep-4-tang-5-18m-6-45-ty-noi-bo-9m-be-so-hong-hoan-cong-pr44226284
Nhà riêng,10 tỷ,78 m²,7 phòng,7 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,,10 m,8 m,"Bán Nhà riêng Tô Hiệu, Phú Thạnh, Tân Phú, HCM, 10 tỷ, 78 m2 view đẹp giá ưu đãi",10.774957504052,106.627789600498,1,"Tân Phú, Hồ Chí Minh","Đường Tô Hiệu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",05/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-to-hieu-phuong-phu-thanh/ban-tan-hcm-10-ty-78-m2-view-dep-gia-uu-dai-pr44720395
Nhà riêng,"5,65 tỷ","81,1 m²",2 phòng,1 phòng,1 tầng,Sổ hồng riêng.,,,,"4,1 m","4,5 m","Chỉ 5.65 tỷ có ngay nhà 81.1m² hiếm có ngay Lê Văn Việt, Q9, vị trí siêu tiện lợi",10.8545219418268,106.752603950792,1,"Thủ Đức, Hồ Chí Minh","Đường Lê Văn Việt, Phường Hiệp Phú, Thủ Đức, Hồ Chí Minh",13/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-viet-phuong-hiep-phu-1/chi-nhinh-5-ty-co-ngay-81-1m-hiem-co-ngay-q9-pr44358355
Nhà riêng,"2,2 tỷ",52 m²,3 phòng,1 phòng,1 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,5 m,3 m,"Chủ nhà gởi bán nhà C4 gác lửng Bửu Hoà, 5x10=52m2, Bùi Hữu Nghĩa vào 30m, sổ riêng, thổ cư 100%",10.9321998154868,106.818582869505,1,"Biên Hòa, Đồng Nai","Đường Bùi Hữu Nghĩa, Phường Bửu Hòa, Biên Hòa, Đồng Nai",09/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-bui-huu-nghia-phuong-buu-hoa/chu-goi-ban-cap-4-gac-lung-5x10-52m2-vao-30m-so-tho-cu-100-pr44624026
