property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,front_road_width,latitude,longitude,address,district,city_province
Biệt thự,30.0,133.5,,,4,Có sổ,,,21.002197681794396,105.96412281533304,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Biệt thự,12.99,140.0,,,4,Sổ đỏ/ Sổ hồng,,,21.116490224536,105.977132344199,"Dự án KĐT Mạnh Đức, Đường Lý Thánh Tông, Phường Tân Hồng, Từ Sơn, Bắc Ninh",Từ Sơn,Bắc Ninh
Biệt thự,21.5,64.0,5,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5.65,20.9732844198446,105.819850369805,"Dự án KĐT Đại Kim, Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Biệt thự,17.3,120.0,6,4,5,Hợp đồng mua bán,Không nội thất,8.0,20.941492209599193,105.95631277238182,"Dự án Vinhomes Ocean Park 3, Đường Phố Biển, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,19.0,67.5,4,5,5,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,21.0027175457169,105.963343356177,"Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Biệt thự,26.5,149.4,,,4,Sổ đỏ/ Sổ hồng,Không nội thất,8.3,21.0028228974249,105.96407712811,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 3, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Biệt thự,37.5,189.0,,,4,,Xây thô hoàn thiện mặt ngoài,,20.982869105197523,105.75584235171588,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Biệt thự,55.0,237.7,5,4,4,Sổ đỏ/ Sổ hồng,,12.0,20.973766514066465,105.75809297430578,"Dự án An Hưng, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Biệt thự,26.5,94.8,,,5,Sổ đỏ/ Sổ hồng,Cơ bản,7.5,21.001918833577573,105.96477184396772,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Biệt thự,34.5,192.5,,,4,Sổ đỏ/ Sổ hồng,,10.5,21.00867389041978,105.9379544158302,"Dự án Eurowindow Twin Parks, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Biệt thự,5.0,108.0,,,4,Hợp đồng mua bán,Không nội thất,6.0,10.641649570787989,106.69126920765412,"Dự án T&T Millennia City Long Hậu, Đường ĐT 826E, Xã Long Hậu, Cần Giuộc, Long An",Cần Giuộc,Long An
Biệt thự,300.0,,14,16,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,11.9265371512725,108.442067365013,"Đường Đống Đa, Phường 3, Đà Lạt, Lâm Đồng",Đà Lạt,Lâm Đồng
Biệt thự,15.0,85.0,,,4,Sổ đỏ/ Sổ hồng,Cơ bản,5.0,10.805986061732767,106.7900352897472,"Dự án Verosa Park, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Biệt thự,39.0,150.0,,,4,Sổ đỏ,Không nội thất,10.0,21.0021655284826,105.964102101383,"Dự án Vinhomes Ocean Park Gia Lâm, Đường San Hô, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Biệt thự,78.0,226.7,,,4,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.9696792954078,105.872622019307,"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Biệt thự,37.5,112.5,,,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.9702835083008,105.871711730957,"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Nhà mặt phố,16.2,82.0,4,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,16.0563789797143,108.20793177366,"Đường Nguyễn Tri Phương, Phường An Khê, Thanh Khê, Đà Nẵng",Thanh Khê,Đà Nẵng
Nhà mặt phố,25.0,630.0,25,,2,Sổ đỏ/ Sổ hồng,,35.0,10.9639287512799,106.713095112089,"Dự án KDC Thuận Giao, Đường D6, Phường Thuận Giao, Thuận An, Bình Dương",Thuận An,Bình Dương
Nhà mặt phố,24.45,132.7,,,5,Sổ hồng,,,10.8485779167224,106.6671382981,"527, Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,18.0,40.1,2,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,6.2,10.773840559565,106.677919911526,"Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,15.0,140.0,5,,4,Sổ đỏ/ Sổ hồng,,,10.8250858427745,106.62543719359,"Đường Tân Thới Nhất 17, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",Quận 12,Hồ Chí Minh
Nhà mặt phố,27.0,85.8,6,,4,Sổ hồng riêng,,5.3,10.7938088621992,106.669205771554,"Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà mặt phố,27.0,110.0,,,2,Sổ hồng riêng,,4.6,10.7940456406308,106.669283732071,"Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà mặt phố,120.0,112.0,,,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.3,21.0271356429633,105.843537508046,"Phố Hai Bà Trưng, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",Hoàn Kiếm,Hà Nội
Nhà mặt phố,6.5,65.3,,,4,Sổ hồng,"Full nội thất cao cấp: Bếp từ, máy rửa chén, tủ lạnh đông mềm, TV LG 55, máy giặt",,12.2986265572052,109.209097318884,"Đường Nguyễn Địa Lô, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",Nha Trang,Khánh Hòa
Nhà mặt phố,5.99,90.0,3,4,4,Sổ đỏ/ Sổ hồng,Cơ bản,6.0,12.1890632348273,109.16989101101,"Hòn Rớ 1, Đường Lưu Hữu Phước, Xã Phước Đồng, Nha Trang, Khánh Hòa",Nha Trang,Khánh Hòa
Nhà mặt phố,29.4,97.0,4,5,5,Sổ hồng riêng,,4.6,10.7937616877268,106.669222589679,"Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà mặt phố,24.0,125.0,8,9,6,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,16.0433525686054,108.209849326607,"Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Hải Châu,Đà Nẵng
Nhà mặt phố,16.5,173.7,,,3,Sổ đỏ/ Sổ hồng,Nội thất gỗ rất chắc chắn,12.0,10.7030348475248,106.621427493566,"Phú Lợi, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",Quận 8,Hồ Chí Minh
Nhà mặt phố,10.8,169.0,6,6,3,Sổ đỏ/ Sổ hồng,,5.0,10.8414690035137,106.791122848642,"Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Nhà mặt phố,33.5,34.0,,2,4,Sổ đỏ/ Sổ hồng,,3.0,21.032586,105.8476167,"Phố Hàng Nón, Phường Hàng Gai, Hoàn Kiếm, Hà Nội",Hoàn Kiếm,Hà Nội
Nhà mặt phố,20.5,84.1,2,2,1,Số 672,Không nội thất,7.63,10.8307128085685,106.642108087244,"672, Đường Phạm Văn Bạch, Phường 12, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,72.0,184.0,5,10,8,Sổ đỏ/ Sổ hồng,,8.0,10.8146319336382,106.689676221116,"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,13.9,27.3,3,3,5,Sổ đỏ/ Sổ hồng,Cơ bản,,10.7589022054314,106.688299262915,"Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,27.9,131.2,6,7,5,Sổ đỏ/ Sổ hồng,,,10.7812289444045,106.663254361712,"Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,8.0,95.0,2,1,1,Sổ đỏ/ Sổ hồng,Đầy đủ,8.7,12.2893832965817,109.202435946627,"Đường Nguyễn Khắc Viện, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",Nha Trang,Khánh Hòa
Căn hộ chung cư,3.7,67.0,2,2,3,Hợp đồng mua bán,Cơ bản,,10.71821922500874,106.74240801057144,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,3.75,43.0,1,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0067312487391,105.744510802142,"Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,6.2,115.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.95407273288983,105.7454275200928,"Dự án CT1 Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Căn hộ chung cư,3.9,59.0,1,1,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.755652215366418,106.68984782649554,"Dự án Vạn Đô, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",Quận 4,Hồ Chí Minh
Căn hộ chung cư,6.9,97.0,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7220106007762,106.702339432847,"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Căn hộ chung cư,4.4,41.9,1,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.005776165389875,105.7372678705743,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,3.6,59.32,2,1,3,Sổ hồng riêng,Đầy đủ,,10.8024058420526,106.676893829477,"Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Căn hộ chung cư,5.4,86.0,3,2,3,Sổ đỏ/ Sổ hồng,,,20.9560065365768,105.845266201831,"Dự án Pháp Vân Tứ Hiệp, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Căn hộ chung cư,5.62,64.1,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.9991513239179,105.738811369994,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,3.0,49.0,1,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.73661595111347,106.74017571445226,"Dự án Jamona City, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,6.45,63.7,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.006644319718,105.736805850494,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,3.95,55.0,2,1,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.714794984071435,106.73755389138134,"Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,2.7,47.0,1,,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.83652165971994,106.838255028587,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,3.85,55.5,2,1,3,Sổ đỏ/ Sổ hồng,Cơ bản,,21.00243300052411,105.96398778546072,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Căn hộ chung cư,6.15,73.9,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.006263303924875,105.73680892580036,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,3.19,69.0,2,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.83687988015067,106.83839527618667,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,10.5,103.8,3,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,21.08460248166156,105.79171258928132,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Căn hộ chung cư,12.0,103.8,3,2,3,Sổ đỏ/ Sổ hồng,"Đầy đủ Giường tủ, bàn ghế, bếp, điều hòa 2 chiều Daikin, smarthome thông minh, TBVS Kohler",,21.08462648505012,105.79237267153091,"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Căn hộ chung cư,7.95,82.8,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.986069536878787,105.81240658883584,"Dự án Five Star Kim Giang, Đường Kim Giang, Phường Hạ Đình, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Căn hộ chung cư,3.5,59.0,2,2,3,Hợp đồng mua bán,Cơ bản,,10.836012890571638,106.84788105554146,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Nhà riêng,19.5,85.4,6,8,6,Sổ đỏ/ Sổ hồng,Cơ bản,,10.7628328027455,106.698397192711,"Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",Quận 4,Hồ Chí Minh
Nhà riêng,7.58,34.0,5,,4,Sổ đỏ/ Sổ hồng,,,10.8020080477496,106.687605946053,"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà riêng,7.5,59.2,4,5,4,Sổ đỏ/ Sổ hồng,,4.7,10.8455949277771,106.718076533622,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,8.5,25.6,2,2,2,Sổ đỏ/ Sổ hồng,,,10.7592376764768,106.687276353724,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà riêng,6.5,170.0,10,11,3,Sổ đỏ/ Sổ hồng,Đầy đủ,7.5,20.879724049575,106.607460994087,"Phường Nam Sơn, An Dương, Hải Phòng",An Dương,Hải Phòng
Nhà riêng,31.0,54.3,5,5,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.6,21.013066546394143,105.81972415477864,"Ngõ 178, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Nhà riêng,26.0,55.76,4,,7,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0367703966975,105.785598226206,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội
Nhà riêng,6.95,35.0,5,3,4,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,20.9826415873826,105.821435800712,"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Nhà riêng,15.0,50.0,12,12,7,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,21.0205365756839,105.774779737089,"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Nhà riêng,8.9,45.0,,,5,Sổ đỏ/ Sổ hồng,,3.5,21.038482463568,105.903162650768,"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",Long Biên,Hà Nội
Nhà riêng,3.75,23.0,2,3,4,Sổ đỏ/ Sổ hồng,,,10.7577425353291,106.706671371762,"Đường Tôn Đản, Phường 4, Quận 4, Hồ Chí Minh",Quận 4,Hồ Chí Minh
Nhà riêng,6.78,83.0,4,4,3,Sổ riêng hoàn công đầy,Nội thất cao cấp,5.0,10.8439435787483,106.595308428117,"Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",Hóc Môn,Hồ Chí Minh
Nhà riêng,4.05,70.0,3,2,2,Sổ đỏ/ sổ hồng,,4.4,10.6932401256524,106.740657479879,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Nhà riêng,24.5,61.0,9,5,8,Sổ đỏ,Đầy đủ,6.2,21.00117823226,105.832716801922,"Phố Lương Định Của, Phường Kim Liên, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Nhà riêng,11.5,78.0,5,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,4.8,10.8077278991605,106.702877213468,"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,9.5,71.0,,,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,10.84086596956,106.642214925617,"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,12.9,50.7,11,11,7,Sổ đỏ/ Sổ hồng,Đầy đủ,5.4,21.0436910985807,105.737706902479,"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Nhà riêng,7.2,52.0,4,3,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5.15,10.814108903322,106.689915146276,"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,10.8,53.1,3,3,3,Sổ đỏ/ Sổ hồng,,,10.8086963648808,106.687723673259,"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,19.5,60.0,4,5,5,Sổ đỏ/ Sổ hồng,Cơ bản,5.3,21.0182664522817,105.804313005609,"số 11A ngách 53 ngõ 157 Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Biệt thự,37.5,112.5,,,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.9702835083008,105.871711730957,"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",Hoàng Mai,Hà Nội
Biệt thự,9.1,55.0,6,5,5,Sổ đỏ/ Sổ hồng,Cơ bản,5.0,20.9436009093954,105.980483209902,"Dự án Vinhomes Ocean Park 2, Đường Sao Biển 6, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,13.2,97.5,6,5,5,Sổ đỏ/ Sổ hồng,Không nội thất,6.5,20.9437562525312,105.97995450273066,"Dự án Vinhomes Ocean Park 2, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,5.7,80.0,,,5,Sổ đỏ/ Sổ hồng,Không nội thất,5.0,19.81101225499,105.815930743496,"Central Riverside Thanh Hóa, Đông Hải, Thanh Hóa, Thanh Hóa",Thanh Hóa,Thanh Hóa
Biệt thự,9.5,130.0,3,3,3,Sổ đỏ/ Sổ hồng,Không nội thất,10.0,20.8254181037225,106.720015879231,"Đường Bùi Viện, Phường Thành Tô, Hải An, Hải Phòng",Hải An,Hải Phòng
Biệt thự,35.9,110.0,5,4,3,Sổ đỏ/ Sổ hồng,Đầy đủ,10.0,10.8061264784013,106.74226325016,"Đường Số 4, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Biệt thự,6.6,117.0,4,3,3,Hợp đồng mua bán,Không nội thất,6.0,10.8593912124634,106.854721069336,"Dự án Izumi City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",Biên Hòa,Đồng Nai
Biệt thự,58.0,324.0,5,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,18.0,20.9746377435387,105.922464923969,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,78.0,203.0,,,3,Sổ đỏ/ Sổ hồng,,16.0,20.9837587283151,105.751722693944,"Dự án An Phú Shop Villa, Đường Lê Quang Đạo, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Biệt thự,48.0,187.5,5,5,4,Sổ đỏ/ Sổ hồng,Không nội thất,12.0,10.776352426973,106.758594783098,"Dự án Victoria Village, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Biệt thự,26.5,162.0,4,3,3,Sổ đỏ/ Sổ hồng,Không nội thất,,20.9742073294529,105.922116172014,"Khu đô thị Ecopark, Trúc, Xuân Quan, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,92.037,497.5,,,3,Sổ đỏ/ Sổ hồng,,,21.002020781050508,105.70761938516816,"Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội",Hoài Đức,Hà Nội
Biệt thự,85.0,692.0,5,6,3,Sổ đỏ/ Sổ hồng,Cơ bản,12.0,10.8064036335859,106.778723068404,"Dự án Riviera Cove, Đường D1A, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Biệt thự,65.0,270.0,4,5,4,Sổ hồng,Đầy đủ full nội thất,15.0,10.776878407444752,106.759290781703,"Dự án Victoria Village, Đường Số 65A, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Biệt thự,22.9,220.0,,,4,Sổ đỏ/ Sổ hồng,,10.0,21.1161350250732,105.976982163524,"Dự án KĐT Mạnh Đức, Đường Nguyên Phi Ỷ Lan, Phường Tân Hồng, Từ Sơn, Bắc Ninh",Từ Sơn,Bắc Ninh
Biệt thự,7.5,48.0,,,5,Sổ đỏ/ Sổ hồng,,,20.94380403257129,105.97977567588104,"Dự án Vinhomes Ocean Park 2, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,60.744,506.2,,,3,Sổ đỏ/ Sổ hồng,Thô,16.0,21.0021328363547,105.707037277112,"Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội",Hoài Đức,Hà Nội
Biệt thự,53.46,324.0,5,5,3,Sổ đỏ/ Sổ hồng,,,20.9739215687057,105.922303593298,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,78.0,203.0,,,3,Sổ đỏ/ Sổ hồng,,9.0,10.8052079368066,106.736087365232,"Đường Ngô Quang Huy, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Biệt thự,90.0,485.0,,,4,Sổ đỏ/ Sổ hồng,Đầy đủ,12.0,10.8060546697496,106.778740315403,"Dự án Riviera Cove, Đường D1A, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Nhà mặt phố,27.9,131.2,6,7,5,Sổ đỏ/ Sổ hồng,,,10.7812289444045,106.663254361712,"Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà mặt phố,8.0,95.0,2,1,1,Sổ đỏ/ Sổ hồng,Đầy đủ,8.7,12.2893832965817,109.202435946627,"Đường Nguyễn Khắc Viện, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",Nha Trang,Khánh Hòa
Nhà mặt phố,74.0,113.6,7,5,8,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.9980636559012,105.850373387899,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội
Nhà mặt phố,22.0,72.8,5,6,5,Sổ đỏ/ Sổ hồng,,4.5,10.7588266377973,106.671166610029,"Đường Hùng Vương, Phường 9, Quận 5, Hồ Chí Minh",Quận 5,Hồ Chí Minh
Nhà mặt phố,24.8,66.4,5,6,5,Sổ hồng chính chủ thuận tiện mua bán,,4.0,10.7913823320993,106.694200519295,"Đường Lý Văn Phức, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,4.75,40.0,3,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,3.0,10.7841629791219,106.616700942788,"Đường Số 5, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Hồ Chí Minh
Nhà mặt phố,40.0,180.0,1,1,4,Sổ đỏ/ Sổ hồng,,5.0,10.7875965246002,106.764537825012,"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà mặt phố,18.3,100.0,,,3,Sổ đỏ/ Sổ hồng,,5.0,16.0654725229992,108.188661515375,"Đường Điện Biên Phủ, Phường An Khê, Thanh Khê, Đà Nẵng",Thanh Khê,Đà Nẵng
Nhà mặt phố,27.8,86.0,6,7,4,Sổ đỏ/ Sổ hồng,,4.2,10.7602059635293,106.669912117894,"Đường Nguyễn Chí Thanh, Phường 9, Quận 5, Hồ Chí Minh",Quận 5,Hồ Chí Minh
Nhà mặt phố,28.5,210.0,21,21,4,Sổ đỏ/ Sổ hồng,Đầy đủ,10.0,10.8450557129428,106.801397298892,"Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
