address,area,city_province,district,front_width,interior,latitude,legal,longitude,n_bathrooms,n_bedrooms,n_floors,price,property_type,source,price_per_m2,log_price,log_price_per_m2,is_apartment,is_house,is_villa,has_interior_info,interior_score,legal_score,address_norm
"Đường Vũ Tông Phan, Phường An Phú, Thủ Đức, Hồ Chí Minh",160.0,Hồ Chí Minh,Thủ Đức,8.0,Nội thất đầy đủ,10.7975407480928,Sổ riêng,106.742873726342,4.0,5.0,3.0,55.0,Biệt thự,batdongsancomvn,343.75,4.02535169073515,5.842819516673411,0,0,1,1,2.0,4,duong vu tong phan phuong an phu thu duc ho chi minh
"CityLand Riverside, Số 14, Đường Số 2, Phường Tân Phú, Quận 7, Hồ Chí Minh",220.0,Hồ Chí Minh,Quận 7,7.0,,10.7374192574297,Không có,106.72570891418,5.0,3.0,4.0,53.8,Biệt thự,batdongsancomvn,244.54545454545453,4.00369019395397,5.503482080994245,0,0,1,0,,0,cityland riverside so 14 duong so 2 phuong tan phu quan 7 ho chi minh
"Ruby Coastal City, Vạn Sơn, Đồ Sơn, Hải Phòng",294.0,Hải Phòng,Đồ Sơn,15.0,Nội thất đầy đủ,20.729420432264146,Sổ riêng,106.779649483814,5.5,3.0,4.0,11.8,Biệt thự,batdongsancomvn,40.136054421768705,2.5494451709255714,3.7168849734944764,0,0,1,1,2.0,4,ruby coastal city van son do son hai phong
"Vlasta Thủy Nguyên, 359C, Thủy Đường, Thủy Nguyên, Hải Phòng",62.5,Hải Phòng,Thủy Nguyên,5.0,,20.927694366652787,Không có,106.67917313061491,4.0,5.0,4.0,5.1,Biệt thự,batdongsancomvn,81.6,1.8082887711792655,4.414009680526933,0,0,1,0,,0,vlasta thuy nguyen 359c thuy duong thuy nguyen hai phong
"Vinhomes Gardenia, Hàm Nghi, Cầu Diễn, Nam Từ Liêm, Hà Nội",118.8,Hà Nội,Nam Từ Liêm,7.0,,21.03697040994058,Không có,105.76026258777765,5.0,3.0,5.0,36.6,Biệt thự,batdongsancomvn,308.0808080808081,3.6270040503958487,5.733602757533326,0,0,1,0,,0,vinhomes gardenia ham nghi cau dien nam tu liem ha noi
"T&T Millennia City Long Hậu, Long Hậu, Cần Giuộc, Long An",200.0,Long An,Cần Giuộc,10.0,Nội thất cơ bản,10.641064833271658,Không có,106.69129202564852,4.0,5.0,3.0,8.4,Biệt thự,batdongsancomvn,42.0,2.2407096892759584,3.7612001156935624,0,0,1,1,1.0,0,t t millennia city long hau long hau can giuoc long an
"Dự án Grand Marina Saigon, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",56.0,Hồ Chí Minh,Quận 1,0.0,Nội thất đầy đủ,10.7789694888998,Sổ riêng,106.706974803876,1.0,1.0,1.0,20.0,Chung cư,batdongsancomvn,357.14285714285717,3.044522437723423,5.880931949102981,1,0,0,1,2.0,4,du an grand marina saigon pho ton duc thang phuong ben nghe quan 1 ho chi minh
"Dự án A La Carte Hạ Long Bay, Phường Hùng Thắng, Hạ Long, Quảng Ninh",45.0,Quảng Ninh,Hạ Long,0.0,Nội thất đầy đủ,20.9537464957447,Sổ riêng,107.001946912211,1.0,1.0,1.0,2.5,Chung cư,batdongsancomvn,55.55555555555556,1.252762968495368,4.035223439214303,1,0,0,1,2.0,4,du an a la carte ha long bay phuong hung thang ha long quang ninh
"Terra Royal, 83, Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",58.0,Hồ Chí Minh,Quận 3,0.0,,10.7912988180086,Không có,106.686211077425,1.0,2.0,1.0,6.7,Chung cư,batdongsancomvn,115.51724137931035,2.0412203288596382,4.758039256727816,1,0,0,0,,0,terra royal 83 duong ly chinh thang phuong vo thi sau quan 3 ho chi minh
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",80.0,Hồ Chí Minh,Bình Thạnh,0.0,,10.795353131174,Không có,106.720654112965,2.0,2.0,1.0,8.5,Chung cư,batdongsancomvn,106.25,2.2512917986064953,4.675162557808126,1,0,0,0,,0,du an vinhomes central park duong dien bien phu phuong 22 binh thanh ho chi minh
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",110.0,Hồ Chí Minh,Bình Thạnh,0.0,Nội thất đầy đủ,10.7947479495787,Không có,106.720803028324,2.0,3.0,1.0,12.5,Chung cư,batdongsancomvn,113.63636363636364,2.6026896854443837,4.741765063166549,1,0,0,1,2.0,0,du an vinhomes central park duong dien bien phu phuong 22 binh thanh ho chi minh
"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",108.0,Hồ Chí Minh,Bình Thạnh,0.0,,10.794667055245045,Sổ riêng,106.7199728912055,2.0,3.0,1.0,13.0,Chung cư,batdongsancomvn,120.37037037037037,2.6390573296152584,4.798846782694485,1,0,0,0,,4,du an vinhomes central park duong dien bien phu phuong 22 binh thanh ho chi minh
"Dự án 6th Element, Phường Xuân La, Tây Hồ, Hà Nội",83.0,Hà Nội,Tây Hồ,0.0,Nội thất đầy đủ,21.059764921145145,Sổ riêng,105.80469191465006,2.0,2.0,1.0,9.0,Chung cư,batdongsancomvn,108.43373493975903,2.302585092994046,4.695319205705616,1,0,0,1,2.0,4,du an 6th element phuong xuan la tay ho ha noi
"Dự án Chung cư Han Jardin, Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",125.0,Hà Nội,Bắc Từ Liêm,0.0,Nội thất đầy đủ,21.06379078407707,Không có,105.79765447468957,3.0,3.0,1.0,13.125,Chung cư,batdongsancomvn,105.0,2.6479462770325046,4.663439094112067,1,0,0,1,2.0,0,du an chung cu han jardin duong nguyen van huyen phuong xuan tao bac tu liem ha noi
"Phường Vĩnh Niệm, Lê Chân, Hải Phòng",70.0,Hải Phòng,Lê Chân,0.0,Nội thất đầy đủ,20.8283371513311,Sổ riêng,106.681144083259,2.0,2.0,1.0,3.6,Chung cư,batdongsancomvn,51.42857142857143,1.5260563034950494,3.959451698999257,1,0,0,1,2.0,4,phuong vinh niem le chan hai phong
"Phường Vĩnh Niệm, Lê Chân, Hải Phòng",41.0,Hải Phòng,Lê Chân,0.0,Nội thất đầy đủ,20.8282956964573,Hợp đồng,106.681185971731,1.0,1.0,1.0,2.6,Chung cư,batdongsancomvn,63.41463414634146,1.2809338454620642,4.165340845592825,1,0,0,1,2.0,2,phuong vinh niem le chan hai phong
"N01-T7 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",143.0,Hà Nội,Bắc Từ Liêm,0.0,,21.063598880996924,Sổ riêng,105.79551475327996,2.0,4.0,1.0,25.0,Chung cư,batdongsancomvn,174.82517482517483,3.258096538021482,5.169490176507108,1,0,0,0,,4,n01 t7 ngoai giao doan phuong xuan tao bac tu liem ha noi
"Sunshine Golden River, Phú Thượng, Tây Hồ, Hà Nội",141.0,Hà Nội,Tây Hồ,0.0,,21.0837358533522,Không có,105.811247879559,2.0,3.0,1.0,16.05,Chung cư,batdongsancomvn,113.82978723404256,2.8361502037295256,4.743450920908584,1,0,0,0,,0,sunshine golden river phu thuong tay ho ha noi
