Unnamed: 0,property_type,price,area,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal,front_width,raw_area,latitude,longitude
113,Nhà mặt tiền,41.5,100.0,0,0,0,"Đường Trần Hưng Đạo, Phường 1, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ hồng,4.0,"100 m²(4,0x25,0)",10.756167,106.6844352
114,"Nhà hẻm, ngõ",0.72,85.0,2,1,0,"Đường An Phú Tây, Xã Phong Phú, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ hồng,5.0,85 m² (5.0x17.0),10.6950833,106.5909297
115,Nhà mặt tiền,12.86,60.0,3,1,2,"40, Đường Ba Vân, Phường 14, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,5.0,60 m²(5.0x12.0),10.8030931,106.6523519
116,Nhà mặt tiền,39.99,211.0,20,20,4,"Đường Lê Tấn Quốc, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,8.0,211 m²(8.0x27.0),10.8030931,106.6523519
117,Nhà mặt tiền,12.8,56.0,5,4,4,"Đường Bàu Cát 3, Phường 14, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,4.0,56 m²(4.0x14.0),10.8030931,106.6523519
118,Nhà mặt tiền,11.0,150.0,2,2,0,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,5.0,"150 m²(5,0x30,0)",10.8612653,106.6642083
119,Nhà hẻm ngõ,6.5,80.0,4,5,3,"1419, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,5.0,80 m²(5.0x16.0),10.6509356,106.7259486
120,Nhà mặt tiền,8.8,987.0,3,3,2,"1236, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,4.9,98.7 m²(4.9x18.5),10.6509356,106.7259486
121,Nhà hẻm ngõ,6.6,64.0,5,5,4,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,4.0,"64 m²(4,0x13,5)",10.8612653,106.6642083
122,Nhà hẻm ngõ,2.45,114.0,2,2,0,"Đường An Phú Đông 25, Phường An Phú Đông, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,23.0,114 m²(23.0x5.0),10.8612653,106.6642083
123,Nhà mặt tiền,40.0,144.0,0,0,0,"Đường Vũ Tông Phan, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,7.5,144 m²(7.5x21.5),10.7632768,106.7016196
124,Nhà mặt tiền,17.5,127.0,17,17,5,"136, Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,5.0,"127 m²(5,0x17,0)",10.8030931,106.6523519
125,Nhà hẻm ngõ,15.9,72.0,5,6,4,"Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,72 m²,10.8010601,106.6798946
126,Nhà hẻm ngõ,5.68,27.0,2,2,0,"450/16/45, Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,27 m²,10.8010601,106.6798946
127,Nhà hẻm ngõ,5.38,56.0,3,3,2,"102/, Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,4.0,56 m²(4.0x14.0),10.8352617,106.6740588
128,"Nhà hẻm, ngõ",12.5,1084.0,6,60,0,"60, 60, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ hồng,6.0,108.4 m² (6.0x18.0),10.6950833,106.5909297
129,Nhà mặt tiền,17.0,126.0,0,0,1,"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TP.HCM",TP.HCM,Quận Tân Phú,Sổ hồng,7.0,"126 m²(7,0x18,0)",10.7918681,106.6277515
130,Nhà hẻm ngõ,1.7,34.0,3,4,0,"Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,34 m²,10.812271,106.7040393
131,Nhà mặt tiền,59.0,140.0,10,10,4,"Đường Nguyễn Trãi, Phường 3, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ hồng,7.1,"140 m²(7,1x20,0)",10.7558252,106.6683021
132,Nhà hẻm ngõ,1.25,17.0,4,4,4,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,3.5,"17 m²(3,5x4,8)",10.812271,106.7040393
133,Nhà mặt tiền,22.5,64.0,5,6,5,"135, Đường Đồng Đen, Phường 12, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,4.0,"64 m²(4,0x16,0)",10.8030931,106.6523519
134,Nhà hẻm ngõ,12.5,70.0,0,0,0,"Phường 1, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,70 m²,10.7118274,106.6176648
135,Nhà hẻm ngõ,2.3,63.0,3,4,0,"Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,63 m²,10.812271,106.7040393
136,Nhà mặt tiền,3.85,80.0,4,5,2,"Đường số 2, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP.HCM",TP.HCM,Huyện Hóc Môn,Sổ hồng,5.0,"80 m²(5,0x16,0)",10.8777329,106.5760523
137,Nhà hẻm ngõ,4.26,48.0,2,2,1,"Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,4.1,"48 m²(4,1x12,0)",10.8352617,106.6740588
138,Nhà mặt tiền,15.3,73.5,0,0,0,"Đường 17, Phường Tân Kiểng, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ hồng,,"73,5 m²",10.7375669,106.7296597
139,Nhà hẻm ngõ,2.89,69.0,4,4,0,"Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,4.0,"69 m²(4,0x17,0)",10.8010601,106.6798946
140,Nhà hẻm ngõ,11.8,56.0,0,0,4,"319/11, Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ hồng,,56 m²,10.7753939,106.6996249
141,Nhà hẻm ngõ,4.8,49.0,3,2,2,"911/, Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,7.0,"49 m²(7,0x7,0)",10.8352617,106.6740588
142,Nhà hẻm ngõ,2.35,50.0,4,5,4,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,50 m²,10.812271,106.7040393
143,Nhà hẻm ngõ,2.68,15.0,2,3,4,"Đường Phạm Văn Hai, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,3.0,"15 m²(3,0x5,0)",10.8030931,106.6523519
144,Nhà mặt tiền,33.5,160.0,4,4,3,"TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,8.0,"160 m²(8,0x20,0)",10.7632768,106.7016196
145,Nhà hẻm ngõ,2.39,50.0,4,4,0,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,50 m²,10.812271,106.7040393
146,Nhà hẻm ngõ,10.5,70.0,5,5,4,"Đường Cộng Hòa, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,5.0,"70 m²(5,0x14,0)",10.8030931,106.6523519
147,Nhà hẻm ngõ,4.95,50.0,4,3,4,"Đường Phú Định, Phường 16, Quận 8, TP.HCM",TP.HCM,Quận 8,Sổ hồng,3.6,"50 m²(3,6x12,0)",10.7266989,106.6236032
148,Nhà hẻm ngõ,2.99,47.0,4,3,0,"Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,,47 m²,10.7788914,106.6869967
149,Nhà hẻm ngõ,3.5,43.0,2,2,0,"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Giấy tờ hợp lệ,4.3,"43 m²(4,3x10,0)",10.7704159,106.5995401
150,Biệt thự,60.0,236.9,4,5,0,"Đường Dương Văn An, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,9.0,"236,9 m²(9,0x20,0)",10.7632768,106.7016196
151,Nhà hẻm ngõ,4.95,30.0,3,4,3,"55/, Đường 18, Phường 8, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,3.2,"30 m²(3,2x10,0)",10.8352617,106.6740588
152,Biệt thự,80.0,339.0,0,0,0,"Đường Nguyễn Ư Dĩ, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,16.0,"339 m²(16,0x20,5)",10.8109414,106.7860838
153,Nhà mặt tiền,1.75,30.0,2,2,0,"Đường Bà Hom, Phường Tân Tạo, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Sổ hồng,,30 m²,10.7704159,106.5995401
154,Nhà hẻm ngõ,2.35,40.0,2,2,0,"Đường Bà Hom, Phường Tân Tạo, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Sổ hồng,,40 m²,10.7704159,106.5995401
155,Nhà hẻm ngõ,11.8,70.0,2,2,2,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,5.0,"70 m²(5,0x15,0)",10.8030931,106.6523519
156,Nhà hẻm ngõ,4.95,50.0,3,2,2,"943/, Đường Quang Trung, Phường 14, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,3.5,"50 m²(3,5x15,0)",10.8352617,106.6740588
157,Nhà hẻm ngõ,3.85,25.0,2,2,2,"514/, Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,3.5,"25 m²(3,5x6,0)",10.8352617,106.6740588
158,Nhà hẻm ngõ,6.6,142.0,13,14,3,"225/15/ , Đường Lê Trọng Tấn, Phường Bình Trị Đông A, Quận Bình Tân, TP.HCM",TP.HCM,Quận Bình Tân,Sổ hồng,2.0,"142 m²(2,0x20,0)",10.7704159,106.5995401
159,Nhà mặt tiền,25.0,86.0,0,0,0,"Phường 2, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,,86 m²,10.7544303,106.6483103
160,Nhà mặt tiền,31.5,116.0,0,0,0,"Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,6.8,"116 m²(6,8x17,0)",10.8037248,106.7462249
161,Nhà hẻm ngõ,2.15,56.0,0,0,4,"Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,4.0,"56 m²(4,0x14,0)",10.8030931,106.6523519
162,Nhà mặt tiền,22.5,128.0,0,0,0,"Phường 12, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ đỏ,6.2,"128 m²(6,2x20,0)",10.8352617,106.6740588
163,Nhà hẻm ngõ,1.9,28.5,2,2,0,"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,3.6,"28,5 m²(3,6x7,9)",10.812271,106.7040393
164,Biệt thự,130.0,312.5,5,6,0,"TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,16.3,"312,5 m²(16,3x20,0)",10.7632768,106.7016196
165,Biệt thự,11.5,280.0,3,3,0,"183, Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ hồng,7.5,"280 m²(7,5x34,0)",10.6950833,106.5909297
166,Nhà hẻm ngõ,13.9,71.0,6,7,5,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,4.4,"71 m²(4,4x16,0)",10.8030931,106.6523519
167,Nhà hẻm ngõ,2.15,52.0,4,4,4,"Đường Lê Lai, Phường 3, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,4.0,"52 m²(4,0x13,0)",10.8352617,106.6740588
168,Nhà mặt tiền,14.2,73.0,0,0,2,"Đường Nguyễn Trọng Tuyển, Phường 8, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,,73 m²,10.8010601,106.6798946
169,Biệt thự,58.0,294.0,0,0,0,"Đường 12, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,10.0,"294 m²(10,0x29,4)",10.7943868,106.7320158
170,Nhà mặt tiền,7.5,26.3,0,0,5,"462, Đường Phạm Văn Chí, Phường 8, Quận 6, TP.HCM",TP.HCM,Quận 6,Sổ hồng,3.5,"26,3 m²(3,5x7,5)",10.7458901,106.6391994
171,Nhà hẻm ngõ,22.0,85.0,2,2,0,"Đường Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ hồng,5.1,"85 m²(5,1x16,0)",10.7753939,106.6996249
172,Nhà hẻm ngõ,2.25,68.0,4,5,3,"Đường 22, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",TP.HCM,TP. Thủ Đức - Quận Thủ Đức,Sổ hồng,4.0,"68 m²(4,0x15,0)",10.8450851,106.7677355
173,Nhà hẻm ngõ,6.38,64.0,4,5,4,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,8.0,"64 m²(8,0x8,0)",10.6509356,106.7259486
174,Nhà hẻm ngõ,2.5,22.0,0,0,0,"Đường Lê Đại Hành, Phường 13, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,2.2,"22 m²(2,2x10,0)",10.7656343,106.647607
175,Nhà hẻm ngõ,2.65,67.0,4,4,3,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,67 m²,10.812271,106.7040393
176,Nhà hẻm ngõ,5.69,60.0,5,5,2,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,3.5,"60 m²(3,5x16,0)",10.812271,106.7040393
177,Nhà hẻm ngõ,1.58,69.0,3,2,0,"Đường Tạ Quang Bửu, Phường 7, Quận 8, TP.HCM",TP.HCM,Quận 8,Sổ hồng,,69 m²,10.7211158,106.6292079
178,Nhà hẻm ngõ,3.15,48.0,4,4,4,"Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,4.0,"48 m²(4,0x12,0)",10.7788914,106.6869967
179,Nhà hẻm ngõ,8.8,81.4,0,0,1,"120/1/2, Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, TP.HCM",TP.HCM,Quận Tân Phú,Sổ hồng,,"81,4 m²",10.7918681,106.6277515
180,Nhà hẻm ngõ,3.39,72.0,3,3,0,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,,72 m²,10.8352617,106.6740588
181,Nhà mặt tiền,18.5,40.0,4,4,0,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM",TP.HCM,Quận 1,Sổ hồng,4.0,"40 m²(4,0x10,0)",10.7753939,106.6996249
182,Nhà mặt tiền,23.2,60.0,0,0,0,"Phường 12, Quận 10, TP.HCM",TP.HCM,Quận 10,Sổ hồng,,60 m²,10.7914692,106.6781373
183,Nhà mặt tiền,45.0,84.0,3,0,0,"Phường 5, Quận 5, TP.HCM",TP.HCM,Quận 5,Sổ đỏ,,84 m²,10.7421366,106.666184
184,Nhà hẻm ngõ,5.6,120.0,4,4,3,"566, Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,7.0,"120 m²(7,0x7,0)",10.8352617,106.6740588
185,Nhà hẻm ngõ,1.3,48.0,3,2,3,"Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,4.0,"48 m²(4,0x12,0)",10.812271,106.7040393
186,Nhà hẻm ngõ,12.5,59.0,5,6,5,"30/47, Đường Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,3.5,"59 m²(3,5x17,0)",10.8010601,106.6798946
187,Nhà hẻm ngõ,2.25,137.2,4,3,0,"Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,,"137,2 m²",10.8125589,106.6674006
188,Nhà hẻm ngõ,4.89,38.0,2,2,2,"192/, Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,4.2,"38 m²(4,2x9,0)",10.8352617,106.6740588
189,Nhà mặt tiền,560.0,1100.0,0,0,0,"Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,16.5,"1.100 m²(16,5x52,0)",10.812271,106.7040393
190,Nhà hẻm ngõ,2.35,50.0,4,4,0,"Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,50 m²,10.812271,106.7040393
191,Nhà hẻm ngõ,4.65,70.0,4,5,0,"Đường Trần Quốc Thảo, Phường 14, Quận 3, TP.HCM",TP.HCM,Quận 3,Sổ hồng,,70 m²,10.7788914,106.6869967
192,Nhà mặt tiền,0.72,80.0,2,2,0,"Xã Tân Kiên, Huyện Bình Chánh, TP.HCM",TP.HCM,Huyện Bình Chánh,Sổ đỏ,5.0,"80 m²(5,0x16,0)",10.6950833,106.5909297
193,Nhà hẻm ngõ,1.9,64.0,2,2,0,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,4.0,"64 m²(4,0x16,0)",10.8612653,106.6642083
194,Nhà hẻm ngõ,29.0,150.0,3,4,0,"Đường 62, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,6.0,"150 m²(6,0x25,0)",10.8055603,106.7460031
195,Nhà hẻm ngõ,8.7,65.2,5,5,2,"Đường Hòa Bình, Phường 5, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,4.0,"65,2 m²(4,0x16,3)",10.7656343,106.647607
196,Nhà hẻm ngõ,4.55,25.0,3,3,4,"47/4, Đường Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận, TP.HCM",TP.HCM,Quận Phú Nhuận,Sổ hồng,4.0,"25 m²(4,0x6,5)",10.8010601,106.6798946
197,Nhà hẻm ngõ,1.55,41.0,4,4,4,"Đường Yên Thế, Phường 2, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,4.0,"41 m²(4,0x10,3)",10.8030931,106.6523519
198,Nhà mặt tiền,33.0,143.0,0,0,0,"Đường Thất Sơn, Phường 15, Quận 10, TP.HCM",TP.HCM,Quận 10,Sổ hồng,5.4,"143 m²(5,4x26,5)",10.7725282,106.6682021
199,Nhà hẻm ngõ,2.15,52.0,5,6,4,"Đường Lê lai, Phường 3, Quận Gò Vấp, TP.HCM",TP.HCM,Quận Gò Vấp,Sổ hồng,4.0,"52 m²(4,0x12,3)",10.8352617,106.6740588
200,Nhà hẻm ngõ,2.15,64.0,2,3,0,"Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,64 m²,10.7464608,106.6533081
201,Nhà hẻm ngõ,2.7,69.8,4,4,3,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,4.0,"69,8 m²(4,0x15,0)",10.812271,106.7040393
202,Nhà hẻm ngõ,3.58,27.0,2,2,1,"106I , Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,3.0,"27 m²(3,0x9,0)",10.7656343,106.647607
203,Nhà hẻm ngõ,2.15,71.0,4,5,0,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,4.0,"71 m²(4,0x18,0)",10.8612653,106.6642083
204,Biệt thự,56.0,294.0,5,5,0,"Đường 12, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",TP.HCM,TP. Thủ Đức - Quận 2,Sổ hồng,10.0,"294 m²(10,0x29,4)",10.7943868,106.7320158
205,Nhà hẻm ngõ,2.85,70.0,5,6,3,"Đường Nơ Trang Long, Phường 11, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,4.0,"70 m²(4,0x18,0)",10.812271,106.7040393
206,Nhà hẻm ngõ,2.1,50.0,3,2,2,"Đường Lý Thường Kiệt, Phường 15, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,4.0,"50 m²(4,0x12,5)",10.7656343,106.647607
207,Nhà hẻm ngõ,1.95,36.0,4,4,0,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,4.1,"36 m²(4,1x9,0)",10.812271,106.7040393
208,Nhà mặt tiền,27.0,100.0,0,0,0,"Đường Nguyễn Tiểu La, Phường 8, Quận 10, TP.HCM",TP.HCM,Quận 10,Sổ hồng,10.0,"100 m²(10,0x10,0)",10.7725282,106.6682021
209,Nhà hẻm ngõ,6.15,50.0,3,3,4,"Đường Đào Tông Nguyên, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ đỏ,5.0,"50 m²(5,0x10,0)",10.6509356,106.7259486
210,Nhà hẻm ngõ,2.2,69.8,4,5,0,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,4.2,"69,8 m²(4,2x16,4)",10.812271,106.7040393
211,Nhà hẻm ngõ,2.38,14.0,2,3,2,"Đường Lê Thị Bạch Cát, Phường 13, Quận 11, TP.HCM",TP.HCM,Quận 11,Sổ hồng,2.4,"14 m²(2,4x5,6)",10.7656343,106.647607
212,Nhà mặt tiền,9.9,84.0,6,6,0,"Phường Thới An, Quận 12, TP.HCM",TP.HCM,Quận 12,Giấy tờ hợp lệ,6.6,"84 m²(6,6x13,0)",10.878728,106.6384202
213,Nhà hẻm ngõ,3.9,36.0,4,2,3,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ đỏ,4.0,"36 m²(4,0x14,0)",10.7375669,106.7296597
214,Nhà hẻm ngõ,4.7,64.0,2,2,0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ đỏ,4.0,"64 m²(4,0x16,0)",10.6509356,106.7259486
215,Nhà hẻm ngõ,5.9,52.0,4,5,4,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ đỏ,4.0,"52 m²(4,0x13,0)",10.6509356,106.7259486
216,Nhà mặt tiền,150.0,1707.0,2,1,1,"Đường Huỳnh Tấn phát, Phường Tân Thuận Đông, Quận 7, TP.HCM",TP.HCM,Quận 7,Sổ hồng,22.0,"1.707 m²(22,0x78,0)",10.7375669,106.7296597
217,Nhà mặt tiền,12.9,62.2,0,0,2,"Đường Lạc Long Quân, Phường 8, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,3.5,"62,2 m²(3,5x18,0)",10.8030931,106.6523519
218,Nhà hẻm ngõ,5.7,58.7,4,4,0,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,4.4,"58,7 m²(4,4x13,5)",10.6509356,106.7259486
219,Nhà mặt tiền,7.5,52.0,4,4,4,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ đỏ,4.0,"52 m²(4,0x14,0)",10.6509356,106.7259486
220,Nhà hẻm ngõ,1.65,55.0,4,4,4,"Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,4.0,"55 m²(4,0x13,8)",10.812271,106.7040393
221,Nhà hẻm ngõ,7.7,80.0,4,5,4,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,5.0,"80 m²(5,0x16,0)",10.6509356,106.7259486
222,Nhà hẻm ngõ,5.5,85.0,3,2,2,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ hồng,5.0,"85 m²(5,0x17,0)",10.6509356,106.7259486
223,Nhà mặt tiền,5.35,65.0,3,4,2,"Đường Huỳnh Tấn Phát, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP.HCM",TP.HCM,Huyện Nhà Bè,Sổ đỏ,5.0,"65 m²(5,0x13,0)",10.6509356,106.7259486
224,Nhà hẻm ngõ,1.99,50.0,3,3,3,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,,50 m²,10.812271,106.7040393
225,Nhà hẻm ngõ,1.8,33.0,4,3,0,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM",TP.HCM,Quận Bình Thạnh,Sổ hồng,3.0,"33 m²(3,0x11,0)",10.812271,106.7040393
226,Nhà hẻm ngõ,3.15,81.5,3,4,0,"Đường Trường Chinh, Phường 14, Quận Tân Bình, TP.HCM",TP.HCM,Quận Tân Bình,Sổ hồng,5.0,"81,5 m²(5,0x16,3)",10.8030931,106.6523519
227,Nhà hẻm ngõ,2.15,42.0,0,0,0,"Đường Thạnh Lộc 8, Phường Thạnh Lộc, Quận 12, TP.HCM",TP.HCM,Quận 12,Sổ hồng,,42 m²,10.8612653,106.6642083
