address,area,city_province,district,front_road_width,interior,latitude,legal,longitude,n_bathrooms,n_bedrooms,n_floors,price,property_type,source,has_interior_info,price_per_m2
"Hẻm 1716, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",58.9,Hồ Chí Minh,Nhà Bè,3.0,Nội thất đầy đủ,10.6925487664663,Sổ riêng,106.74055965854,3.0,3.0,3.0,5.55,Nhà riêng,batdongsancomvn,1,94.22750424448218
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",47.3,Hồ Chí Minh,Nhà Bè,5.0,Nội thất đầy đủ,10.6926445398313,Sổ riêng,106.740731659288,3.0,3.0,2.0,4.85,Nhà riêng,batdongsancomvn,1,102.5369978858351
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",101.8,Hà Nội,Đống Đa,5.0,Nội thất đầy đủ,21.0009355676938,Sổ riêng,105.828903589256,25.0,24.0,8.0,22.8,Nhà riêng,batdongsancomvn,1,223.96856581532418
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",48.0,Hà Nội,Long Biên,3.5,Nội thất đầy đủ,21.051648919965,Sổ riêng,105.863768680138,3.0,3.0,4.0,14.3,Nhà riêng,batdongsancomvn,1,297.9166666666667
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",82.4,Hồ Chí Minh,Nhà Bè,6.4,Nội thất đầy đủ,10.6782489195775,Sổ riêng,106.754720215717,5.0,4.0,4.0,8.6,Nhà riêng,batdongsancomvn,1,104.36893203883494
"Đường Thạnh Lộc 40, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",64.0,Hồ Chí Minh,Quận 12,4.0,Nội thất đầy đủ,10.8814984069496,Sổ riêng,106.680428868259,5.0,4.0,4.0,7.8,Nhà riêng,batdongsancomvn,1,121.875
"Đường Số 44, Trương Đình Hội Phường 16, Quận 8, Hồ Chí Minh",39.0,Hồ Chí Minh,Quận 8,3.5,Nội thất đầy đủ,10.7214870342616,Sổ riêng,106.622205742075,3.0,4.0,3.0,5.35,Nhà riêng,batdongsancomvn,1,137.17948717948718
"Dự án Geleximco Lê Trọng Tấn - Hoài Đức, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",120.0,Hà Nội,Hoài Đức,6.0,Nội thất đầy đủ,21.005751473262,Sổ riêng,105.7341268121846,3.0,4.0,4.0,25.0,Biệt thự,batdongsancomvn,1,208.33333333333334
"Vinhomes Ocean Park 2, Nghĩa Trụ, Văn Giang, Hưng Yên",55.0,Hưng Yên,Văn Giang,5.0,Nội thất cơ bản,20.9433225505697,Sổ riêng,105.980128417338,5.0,6.0,5.0,8.8,Biệt thự,batdongsancomvn,1,160.0
"Dự án KĐTM Đại Kim - Định Công, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",38.0,Hà Nội,Hoàng Mai,4.0,Nội thất đầy đủ,20.97871051170432,Sổ riêng,105.83657282198646,4.0,7.0,5.0,16.8,Biệt thự,batdongsancomvn,1,442.10526315789474
"Dự án Vinhomes Ocean Park Gia Lâm, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",289.8,Hà Nội,Gia Lâm,8.15,,21.0028693296877,Không có,105.964253126504,4.0,4.0,4.0,75.0,Biệt thự,batdongsancomvn,0,258.7991718426501
"Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội",133.5,Hà Nội,Gia Lâm,8.15,,21.002197681794396,Không có,105.96412281533304,4.0,4.0,4.0,30.0,Biệt thự,batdongsancomvn,0,224.7191011235955
"Dự án KĐT Mạnh Đức, Đường Lý Thánh Tông, Phường Tân Hồng, Từ Sơn, Bắc Ninh",140.0,Bắc Ninh,Từ Sơn,10.0,,21.116490224536,Sổ riêng,105.977132344199,5.0,4.0,3.0,12.99,Biệt thự,batdongsancomvn,0,92.78571428571429
"Dự án KĐT Đại Kim, Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",64.0,Hà Nội,Hoàng Mai,5.65,Nội thất đầy đủ,20.9732844198446,Sổ riêng,105.819850369805,5.0,5.0,4.0,21.5,Biệt thự,batdongsancomvn,1,335.9375
"Dự án Vinhomes Ocean Park 3, Đường Phố Biển, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",120.0,Hưng Yên,Văn Giang,8.0,Không nội thất,20.941492209599193,Không có,105.95631277238182,4.0,6.0,5.0,17.3,Biệt thự,batdongsancomvn,1,144.16666666666666
"Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội",67.5,Hà Nội,Gia Lâm,5.0,Nội thất đầy đủ,21.0027175457169,Sổ riêng,105.963343356177,5.0,4.0,5.0,19.0,Biệt thự,batdongsancomvn,1,281.48148148148147
"Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 3, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",149.4,Hà Nội,Gia Lâm,8.3,Không nội thất,21.0028228974249,Sổ riêng,105.96407712811,4.0,4.0,4.0,26.5,Biệt thự,batdongsancomvn,1,177.37617135207495
"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",189.0,Hà Nội,Hà Đông,6.875,Không nội thất,20.982869105197523,Không có,105.75584235171588,5.0,5.0,5.0,37.5,Biệt thự,batdongsancomvn,1,198.4126984126984
"Dự án An Hưng, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",237.7,Hà Nội,Hà Đông,12.0,,20.973766514066465,Sổ riêng,105.75809297430578,4.0,5.0,4.0,55.0,Biệt thự,batdongsancomvn,0,231.38409760201935
"Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội",94.8,Hà Nội,Gia Lâm,7.5,Nội thất cơ bản,21.001918833577573,Sổ riêng,105.96477184396772,4.0,4.0,5.0,26.5,Biệt thự,batdongsancomvn,1,279.53586497890296
"Dự án Eurowindow Twin Parks, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",192.5,Hà Nội,Gia Lâm,10.5,,21.00867389041978,Sổ riêng,105.9379544158302,4.0,4.0,4.0,34.5,Biệt thự,batdongsancomvn,0,179.2207792207792
"Dự án T&T Millennia City Long Hậu, Đường ĐT 826E, Xã Long Hậu, Cần Giuộc, Long An",108.0,Long An,Cần Giuộc,6.0,Không nội thất,10.641649570787989,Không có,106.69126920765412,4.0,4.0,4.0,5.0,Biệt thự,batdongsancomvn,1,46.2962962962963
"Dự án Verosa Park, Phường Phú Hữu, Quận 9, Hồ Chí Minh",85.0,Hồ Chí Minh,Quận 9,5.0,Nội thất cơ bản,10.805986061732767,Sổ riêng,106.7900352897472,5.0,5.0,4.0,15.0,Biệt thự,batdongsancomvn,1,176.47058823529412
"Dự án Vinhomes Ocean Park Gia Lâm, Đường San Hô, Xã Đa Tốn, Gia Lâm, Hà Nội",150.0,Hà Nội,Gia Lâm,10.0,Không nội thất,21.0021655284826,Không có,105.964102101383,4.0,4.0,4.0,39.0,Biệt thự,batdongsancomvn,1,260.0
"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội",226.7,Hà Nội,Hoàng Mai,12.0,Nội thất đầy đủ,20.9696792954078,Sổ riêng,105.872622019307,5.0,5.0,4.0,78.0,Biệt thự,batdongsancomvn,1,344.0670489633878
"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",112.5,Hà Nội,Hoàng Mai,12.0,Nội thất đầy đủ,20.9702835083008,Sổ riêng,105.871711730957,5.0,5.0,3.0,37.5,Biệt thự,batdongsancomvn,1,333.3333333333333
"Đường Nguyễn Tri Phương, Phường An Khê, Thanh Khê, Đà Nẵng",82.0,Đà Nẵng,Thanh Khê,5.0,Nội thất đầy đủ,16.0563789797143,Sổ riêng,108.20793177366,5.0,4.0,4.0,16.2,Nhà riêng,batdongsancomvn,1,197.5609756097561
"Dự án KDC Thuận Giao, Đường D6, Phường Thuận Giao, Thuận An, Bình Dương",630.0,Bình Dương,Thuận An,35.0,,10.9639287512799,Sổ riêng,106.713095112089,4.0,25.0,2.0,25.0,Nhà riêng,batdongsancomvn,0,39.682539682539684
"527, Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",132.7,Hồ Chí Minh,Gò Vấp,4.3,,10.8485779167224,Sổ riêng,106.6671382981,3.0,4.0,5.0,24.45,Nhà riêng,batdongsancomvn,0,184.25018839487566
"Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",40.1,Hồ Chí Minh,Quận 10,6.2,Nội thất đầy đủ,10.773840559565,Sổ riêng,106.677919911526,2.0,2.0,2.0,18.0,Nhà riêng,batdongsancomvn,1,448.8778054862843
"Đường Tân Thới Nhất 17, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",140.0,Hồ Chí Minh,Quận 12,4.5,,10.8250858427745,Sổ riêng,106.62543719359,4.0,5.0,4.0,15.0,Nhà riêng,batdongsancomvn,0,107.14285714285714
"Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",85.8,Hồ Chí Minh,Phú Nhuận,5.3,,10.7938088621992,Sổ riêng,106.669205771554,4.0,6.0,4.0,27.0,Nhà riêng,batdongsancomvn,0,314.6853146853147
"Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",110.0,Hồ Chí Minh,Phú Nhuận,4.6,,10.7940456406308,Sổ riêng,106.669283732071,4.0,5.0,2.0,27.0,Nhà riêng,batdongsancomvn,0,245.45454545454547
"Phố Hai Bà Trưng, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",112.0,Hà Nội,Hoàn Kiếm,4.3,Nội thất đầy đủ,21.0271356429633,Sổ riêng,105.843537508046,4.0,6.0,5.0,120.0,Nhà riêng,batdongsancomvn,1,1071.4285714285713
"Đường Nguyễn Địa Lô, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",65.3,Khánh Hòa,Nha Trang,5.0,Nội thất cao cấp,12.2986265572052,Sổ riêng,109.209097318884,4.0,4.0,3.0,6.5,Nhà riêng,batdongsancomvn,1,99.5405819295559
"Hòn Rớ 1, Đường Lưu Hữu Phước, Xã Phước Đồng, Nha Trang, Khánh Hòa",90.0,Khánh Hòa,Nha Trang,6.0,Nội thất cơ bản,12.1890632348273,Sổ riêng,109.16989101101,4.0,3.0,3.0,5.99,Nhà riêng,batdongsancomvn,1,66.55555555555556
"Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",97.0,Hồ Chí Minh,Phú Nhuận,4.6,,10.7937616877268,Sổ riêng,106.669222589679,5.0,4.0,5.0,29.4,Nhà riêng,batdongsancomvn,0,303.0927835051546
"Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",125.0,Đà Nẵng,Hải Châu,5.0,Nội thất đầy đủ,16.0433525686054,Sổ riêng,108.209849326607,9.0,8.0,6.0,24.0,Nhà riêng,batdongsancomvn,1,192.0
"Phú Lợi, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",173.7,Hồ Chí Minh,Quận 8,12.0,,10.7030348475248,Sổ riêng,106.621427493566,3.0,4.0,3.0,16.5,Nhà riêng,batdongsancomvn,0,94.99136442141624
"Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",169.0,Hồ Chí Minh,Quận 9,5.0,,10.8414690035137,Sổ riêng,106.791122848642,6.0,6.0,3.0,10.8,Nhà riêng,batdongsancomvn,0,63.905325443786985
"Phố Hàng Nón, Phường Hàng Gai, Hoàn Kiếm, Hà Nội",34.0,Hà Nội,Hoàn Kiếm,3.0,,21.032586,Sổ riêng,105.8476167,2.0,6.0,4.0,33.5,Nhà riêng,batdongsancomvn,0,985.2941176470588
"672, Đường Phạm Văn Bạch, Phường 12, Gò Vấp, Hồ Chí Minh",84.1,Hồ Chí Minh,Gò Vấp,7.63,Không nội thất,10.8307128085685,Không có,106.642108087244,2.0,2.0,1.0,20.5,Nhà riêng,batdongsancomvn,1,243.7574316290131
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",184.0,Hồ Chí Minh,Gò Vấp,8.0,,10.8146319336382,Sổ riêng,106.689676221116,10.0,5.0,8.0,72.0,Nhà riêng,batdongsancomvn,0,391.30434782608694
"Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, Hồ Chí Minh",27.3,Hồ Chí Minh,Quận 1,4.15,Nội thất cơ bản,10.7589022054314,Sổ riêng,106.688299262915,3.0,3.0,5.0,13.9,Nhà riêng,batdongsancomvn,1,509.15750915750914
"Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",131.2,Hồ Chí Minh,Quận 10,4.5,,10.7812289444045,Sổ riêng,106.663254361712,7.0,6.0,5.0,27.9,Nhà riêng,batdongsancomvn,0,212.65243902439028
"Đường Nguyễn Khắc Viện, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",95.0,Khánh Hòa,Nha Trang,8.7,Nội thất đầy đủ,12.2893832965817,Sổ riêng,109.202435946627,1.0,2.0,1.0,8.0,Nhà riêng,batdongsancomvn,1,84.21052631578948
"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",67.0,Hồ Chí Minh,Quận 7,0.0,Nội thất cơ bản,10.71821922500874,Không có,106.74240801057144,2.0,2.0,2.0,3.7,Chung cư,batdongsancomvn,1,55.223880597014926
"Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",43.0,Hà Nội,Nam Từ Liêm,0.0,Nội thất đầy đủ,21.0067312487391,Sổ riêng,105.744510802142,1.0,1.0,4.0,3.75,Chung cư,batdongsancomvn,1,87.20930232558139
"Dự án CT1 Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",115.0,Hà Nội,Hà Đông,0.0,Nội thất đầy đủ,20.95407273288983,Sổ riêng,105.7454275200928,2.0,3.0,4.0,6.2,Chung cư,batdongsancomvn,1,53.91304347826087
"Dự án Vạn Đô, Đường Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh",59.0,Hồ Chí Minh,Quận 4,0.0,Nội thất cơ bản,10.755652215366418,Sổ riêng,106.68984782649554,1.0,1.0,2.0,3.9,Chung cư,batdongsancomvn,1,66.10169491525424
"Dự án Sunrise Riverside, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",97.0,Hồ Chí Minh,Nhà Bè,0.0,Nội thất đầy đủ,10.7220106007762,Sổ riêng,106.702339432847,2.0,2.0,2.0,6.9,Chung cư,batdongsancomvn,1,71.1340206185567
"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",41.9,Hà Nội,Nam Từ Liêm,0.0,Nội thất đầy đủ,21.005776165389875,Sổ riêng,105.7372678705743,1.0,1.0,4.0,4.4,Chung cư,batdongsancomvn,1,105.01193317422435
"Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh",59.32,Hồ Chí Minh,Phú Nhuận,0.0,Nội thất đầy đủ,10.8024058420526,Sổ riêng,106.676893829477,1.0,2.0,2.0,3.6,Chung cư,batdongsancomvn,1,60.687795010114634
"Dự án Pháp Vân Tứ Hiệp, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",86.0,Hà Nội,Hoàng Mai,0.0,,20.9560065365768,Sổ riêng,105.845266201831,2.0,3.0,4.0,5.4,Chung cư,batdongsancomvn,0,62.7906976744186
"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",64.1,Hà Nội,Nam Từ Liêm,0.0,Nội thất đầy đủ,20.9991513239179,Sổ riêng,105.738811369994,2.0,2.0,4.0,5.62,Chung cư,batdongsancomvn,1,87.67550702028082
"Dự án Jamona City, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",49.0,Hồ Chí Minh,Quận 7,0.0,Nội thất đầy đủ,10.73661595111347,Sổ riêng,106.74017571445226,1.0,1.0,2.0,3.0,Chung cư,batdongsancomvn,1,61.224489795918366
"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",63.7,Hà Nội,Nam Từ Liêm,0.0,Nội thất đầy đủ,21.006644319718,Sổ riêng,105.736805850494,2.0,2.0,4.0,6.45,Chung cư,batdongsancomvn,1,101.25588697017268
"Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",55.0,Hồ Chí Minh,Quận 7,0.0,Nội thất cơ bản,10.714794984071435,Sổ riêng,106.73755389138134,1.0,2.0,2.0,3.95,Chung cư,batdongsancomvn,1,71.81818181818181
"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",47.0,Hồ Chí Minh,Quận 9,0.0,Nội thất đầy đủ,10.83652165971994,Sổ riêng,106.838255028587,2.0,1.0,2.0,2.7,Chung cư,batdongsancomvn,1,57.4468085106383
"Dự án Vinhomes Ocean Park Gia Lâm, Xã Đa Tốn, Gia Lâm, Hà Nội",55.5,Hà Nội,Gia Lâm,0.0,Nội thất cơ bản,21.00243300052411,Sổ riêng,105.96398778546072,1.0,2.0,4.0,3.85,Chung cư,batdongsancomvn,1,69.36936936936937
"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",73.9,Hà Nội,Nam Từ Liêm,0.0,Nội thất đầy đủ,21.006263303924875,Sổ riêng,105.73680892580036,2.0,3.0,4.0,6.15,Chung cư,batdongsancomvn,1,83.22056833558862
"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",69.0,Hồ Chí Minh,Quận 9,0.0,Nội thất cơ bản,10.83687988015067,Sổ riêng,106.83839527618667,2.0,2.0,2.0,3.19,Chung cư,batdongsancomvn,1,46.231884057971016
"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",103.8,Hà Nội,Bắc Từ Liêm,0.0,Nội thất cơ bản,21.08460248166156,Sổ riêng,105.79171258928132,2.0,3.0,4.0,10.5,Chung cư,batdongsancomvn,1,101.15606936416185
"Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",103.8,Hà Nội,Bắc Từ Liêm,0.0,Không nội thất,21.08462648505012,Sổ riêng,105.79237267153091,2.0,3.0,4.0,12.0,Chung cư,batdongsancomvn,1,115.60693641618498
"Dự án Five Star Kim Giang, Đường Kim Giang, Phường Hạ Đình, Thanh Xuân, Hà Nội",82.8,Hà Nội,Thanh Xuân,0.0,Nội thất đầy đủ,20.986069536878787,Sổ riêng,105.81240658883584,2.0,2.0,4.0,7.95,Chung cư,batdongsancomvn,1,96.01449275362319
"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",59.0,Hồ Chí Minh,Quận 9,0.0,Nội thất cơ bản,10.836012890571638,Không có,106.84788105554146,2.0,2.0,2.0,3.5,Chung cư,batdongsancomvn,1,59.32203389830509
"Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",85.4,Hồ Chí Minh,Quận 4,3.33,Nội thất cơ bản,10.7628328027455,Sổ riêng,106.698397192711,8.0,6.0,6.0,19.5,Nhà riêng,batdongsancomvn,1,228.33723653395782
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",34.0,Hồ Chí Minh,Phú Nhuận,4.5,,10.8020080477496,Sổ riêng,106.687605946053,4.0,5.0,4.0,7.58,Nhà riêng,batdongsancomvn,0,222.94117647058823
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",59.2,Hồ Chí Minh,Thủ Đức,4.7,,10.8455949277771,Sổ riêng,106.718076533622,5.0,4.0,4.0,7.5,Nhà riêng,batdongsancomvn,0,126.68918918918918
"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",25.6,Hồ Chí Minh,Quận 1,4.15,,10.7592376764768,Sổ riêng,106.687276353724,2.0,2.0,2.0,8.5,Nhà riêng,batdongsancomvn,0,332.03125
"Phường Nam Sơn, An Dương, Hải Phòng",170.0,Hải Phòng,An Dương,7.5,Nội thất đầy đủ,20.879724049575,Sổ riêng,106.607460994087,11.0,10.0,3.0,6.5,Nhà riêng,batdongsancomvn,1,38.23529411764706
"Ngõ 178, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",54.3,Hà Nội,Đống Đa,4.6,Nội thất đầy đủ,21.013066546394143,Sổ riêng,105.81972415477864,5.0,5.0,5.0,31.0,Nhà riêng,batdongsancomvn,1,570.902394106814
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",55.76,Hà Nội,Cầu Giấy,6.0,Nội thất đầy đủ,21.0367703966975,Sổ riêng,105.785598226206,6.0,4.0,7.0,26.0,Nhà riêng,batdongsancomvn,1,466.28407460545196
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",35.0,Hà Nội,Hoàng Mai,4.0,Nội thất cơ bản,20.9826415873826,Sổ riêng,105.821435800712,3.0,5.0,4.0,6.95,Nhà riêng,batdongsancomvn,1,198.57142857142858
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",50.0,Hà Nội,Nam Từ Liêm,4.0,Nội thất đầy đủ,21.0205365756839,Sổ riêng,105.774779737089,12.0,12.0,7.0,15.0,Nhà riêng,batdongsancomvn,1,300.0
"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",45.0,Hà Nội,Long Biên,3.5,,21.038482463568,Sổ riêng,105.903162650768,4.0,4.0,5.0,8.9,Nhà riêng,batdongsancomvn,0,197.77777777777777
"Đường Tôn Đản, Phường 4, Quận 4, Hồ Chí Minh",23.0,Hồ Chí Minh,Quận 4,3.33,,10.7577425353291,Sổ riêng,106.706671371762,3.0,2.0,4.0,3.75,Nhà riêng,batdongsancomvn,0,163.04347826086956
"Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",83.0,Hồ Chí Minh,Hóc Môn,5.0,Nội thất cao cấp,10.8439435787483,Sổ riêng,106.595308428117,4.0,4.0,3.0,6.78,Nhà riêng,batdongsancomvn,1,81.6867469879518
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",70.0,Hồ Chí Minh,Nhà Bè,4.4,,10.6932401256524,Sổ riêng,106.740657479879,2.0,3.0,2.0,4.05,Nhà riêng,batdongsancomvn,0,57.857142857142854
"Phố Lương Định Của, Phường Kim Liên, Đống Đa, Hà Nội",61.0,Hà Nội,Đống Đa,6.2,Nội thất đầy đủ,21.00117823226,Không có,105.832716801922,5.0,9.0,8.0,24.5,Nhà riêng,batdongsancomvn,1,401.6393442622951
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",78.0,Hồ Chí Minh,Bình Thạnh,4.8,Nội thất đầy đủ,10.8077278991605,Sổ riêng,106.702877213468,5.0,5.0,4.0,11.5,Nhà riêng,batdongsancomvn,1,147.43589743589743
"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",71.0,Hồ Chí Minh,Gò Vấp,5.0,Nội thất đầy đủ,10.84086596956,Sổ riêng,106.642214925617,3.0,4.0,4.0,9.5,Nhà riêng,batdongsancomvn,1,133.80281690140845
"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",50.7,Hà Nội,Nam Từ Liêm,5.4,Nội thất đầy đủ,21.0436910985807,Sổ riêng,105.737706902479,11.0,11.0,7.0,12.9,Nhà riêng,batdongsancomvn,1,254.4378698224852
"Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",52.0,Hồ Chí Minh,Bình Thạnh,5.15,Nội thất đầy đủ,10.814108903322,Sổ riêng,106.689915146276,3.0,4.0,4.0,7.2,Nhà riêng,batdongsancomvn,1,138.46153846153845
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",53.1,Hồ Chí Minh,Bình Thạnh,4.5,,10.8086963648808,Sổ riêng,106.687723673259,3.0,3.0,3.0,10.8,Nhà riêng,batdongsancomvn,0,203.38983050847457
"số 11A ngách 53 ngõ 157 Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",60.0,Hà Nội,Đống Đa,5.3,Nội thất cơ bản,21.0182664522817,Sổ riêng,105.804313005609,5.0,4.0,5.0,19.5,Nhà riêng,batdongsancomvn,1,325.0
"Dự án Gamuda Gardens, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",112.5,Hà Nội,Hoàng Mai,12.0,Nội thất đầy đủ,20.9702835083008,Sổ riêng,105.871711730957,5.0,5.0,3.0,37.5,Biệt thự,batdongsancomvn,1,333.3333333333333
"Dự án Vinhomes Ocean Park 2, Đường Sao Biển 6, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",55.0,Hưng Yên,Văn Giang,5.0,Nội thất cơ bản,20.9436009093954,Sổ riêng,105.980483209902,5.0,6.0,5.0,9.1,Biệt thự,batdongsancomvn,1,165.45454545454547
"Dự án Vinhomes Ocean Park 2, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",97.5,Hưng Yên,Văn Giang,6.5,Không nội thất,20.9437562525312,Sổ riêng,105.97995450273066,5.0,6.0,5.0,13.2,Biệt thự,batdongsancomvn,1,135.3846153846154
"Central Riverside Thanh Hóa, Đông Hải, Thanh Hóa, Thanh Hóa",80.0,Thanh Hóa,Thanh Hóa,5.0,Không nội thất,19.81101225499,Sổ riêng,105.815930743496,4.0,5.0,5.0,5.7,Biệt thự,batdongsancomvn,1,71.25
